name,value,year,lastValue,rank
10 Социальная защита,2050275534.3800004,2010.5,1766366221.1000001,859
01 Государственные службы общего назначения,3025326326.04,2010.5,3368947293.1,860
05 Охрана окружающей среды,16508129.01,2010.6,16079489.28,861
"08 Отдых, культура и религия",172746723.32,2010.6,166097416.35999998,862
06 Жилищные и коммунальные услуги,231319372.32,2010.6,227082917.16,863
07 Здравоохранение,454889140.9500001,2010.6,439500043.10000014,864
09 Образование,502832225.2699998,2010.6,492522234.7599998,865
02 Оборона,789338688.66,2010.6,775396193.98,866
03 Общественный порядок и безопасность,825490233.5699999,2010.6,814656022.9599999,867
04 Экономические вопросы,1650241521.07,2010.6,1591151246.8600001,868
10 Социальная защита,2334184847.6600003,2010.6,2050275534.3800004,869
01 Государственные службы общего назначения,2681705358.98,2010.6,3025326326.04,870
05 Охрана окружающей среды,16936768.74,2010.7,16508129.01,871
"08 Отдых, культура и религия",179396030.27999997,2010.7,172746723.32,872
06 Жилищные и коммунальные услуги,235555827.48000002,2010.7,231319372.32,873
07 Здравоохранение,470278238.80000013,2010.7,454889140.9500001,874
09 Образование,513142215.77999973,2010.7,502832225.2699998,875
02 Оборона,803281183.3399999,2010.7,789338688.66,876
03 Общественный порядок и безопасность,836324444.18,2010.7,825490233.5699999,877
04 Экономические вопросы,1709331795.28,2010.7,1650241521.07,878
01 Государственные службы общего назначения,2338084391.92,2010.7,2681705358.98,879
10 Социальная защита,2618094160.94,2010.7,2334184847.6600003,880
05 Охрана окружающей среды,17365408.47,2010.8,16936768.74,881
"08 Отдых, культура и религия",186045337.23999998,2010.8,179396030.27999997,882
06 Жилищные и коммунальные услуги,239792282.64000002,2010.8,235555827.48000002,883
07 Здравоохранение,485667336.6500001,2010.8,470278238.80000013,884
09 Образование,523452206.2899997,2010.8,513142215.77999973,885
02 Оборона,817223678.02,2010.8,803281183.3399999,886
03 Общественный порядок и безопасность,847158654.7899998,2010.8,836324444.18,887
04 Экономические вопросы,1768422069.49,2010.8,1709331795.28,888
01 Государственные службы общего назначения,1994463424.8600001,2010.8,2338084391.92,889
10 Социальная защита,2902003474.2200003,2010.8,2618094160.94,890
05 Охрана окружающей среды,17794048.2,2010.9,17365408.47,891
"08 Отдых, культура и религия",192694644.2,2010.9,186045337.23999998,892
06 Жилищные и коммунальные услуги,244028737.8,2010.9,239792282.64000002,893
07 Здравоохранение,501056434.5000001,2010.9,485667336.6500001,894
09 Образование,533762196.7999997,2010.9,523452206.2899997,895
02 Оборона,831166172.6999999,2010.9,817223678.02,896
03 Общественный порядок и безопасность,857992865.3999999,2010.9,847158654.7899998,897
01 Государственные службы общего назначения,1650842457.8000002,2010.9,1994463424.8600001,898
04 Экономические вопросы,1827512343.7,2010.9,1768422069.49,899
10 Социальная защита,3185912787.5,2010.9,2902003474.2200003,900
05 Охрана окружающей среды,18291967.29,2011.0,17794048.2,901
"08 Отдых, культура и религия",195031454.73,2011.0,192694644.2,902
06 Жилищные и коммунальные услуги,242067499.54000002,2011.0,244028737.8,903
07 Здравоохранение,512361146.8800001,2011.0,501056434.5000001,904
09 Образование,539286854.9999998,2011.0,533762196.7999997,905
02 Оборона,844841969.9399999,2011.0,831166172.6999999,906
03 Общественный порядок и безопасность,909829299.3799999,2011.0,857992865.3999999,907
01 Государственные службы общего назначения,1651339017.4099998,2011.0,1650842457.8,908
04 Экономические вопросы,1845111359.78,2011.0,1827512343.7,909
10 Социальная защита,3253751703.08,2011.0,3185912787.5,910
05 Охрана окружающей среды,18789886.38,2011.1,18291967.29,911
"08 Отдых, культура и религия",197368265.26,2011.1,195031454.73,912
06 Жилищные и коммунальные услуги,240106261.28,2011.1,242067499.54000002,913
07 Здравоохранение,523665859.2600001,2011.1,512361146.8800001,914
09 Образование,544811513.1999998,2011.1,539286854.9999998,915
02 Оборона,858517767.18,2011.1,844841969.9399999,916
03 Общественный порядок и безопасность,961665733.3599999,2011.1,909829299.3799999,917
01 Государственные службы общего назначения,1651835577.02,2011.1,1651339017.4099998,918
04 Экономические вопросы,1862710375.8600001,2011.1,1845111359.78,919
10 Социальная защита,3321590618.66,2011.1,3253751703.08,920
05 Охрана окружающей среды,19287805.47,2011.2,18789886.38,921
"08 Отдых, культура и религия",199705075.79,2011.2,197368265.26,922
06 Жилищные и коммунальные услуги,238145023.02,2011.2,240106261.28,923
07 Здравоохранение,534970571.6400001,2011.2,523665859.2600001,924
09 Образование,550336171.3999999,2011.2,544811513.1999998,925
02 Оборона,872193564.42,2011.2,858517767.18,926
03 Общественный порядок и безопасность,1013502167.3399999,2011.2,961665733.3599999,927
01 Государственные службы общего назначения,1652332136.63,2011.2,1651835577.02,928
04 Экономические вопросы,1880309391.94,2011.2,1862710375.8600001,929
10 Социальная защита,3389429534.24,2011.2,3321590618.66,930
05 Охрана окружающей среды,19785724.56,2011.3,19287805.47,931
"08 Отдых, культура и религия",202041886.32,2011.3,199705075.79,932
06 Жилищные и коммунальные услуги,236183784.76,2011.3,238145023.02,933
07 Здравоохранение,546275284.0200001,2011.3,534970571.6400001,934
09 Образование,555860829.5999999,2011.3,550336171.3999999,935
02 Оборона,885869361.66,2011.3,872193564.42,936
03 Общественный порядок и безопасность,1065338601.3199999,2011.3,1013502167.3399999,937
01 Государственные службы общего назначения,1652828696.24,2011.3,1652332136.63,938
04 Экономические вопросы,1897908408.02,2011.3,1880309391.94,939
10 Социальная защита,3457268449.8199997,2011.3,3389429534.24,940
05 Охрана окружающей среды,20283643.65,2011.4,19785724.56,941
"08 Отдых, культура и религия",204378696.85,2011.4,202041886.32,942
06 Жилищные и коммунальные услуги,234222546.5,2011.4,236183784.76,943
07 Здравоохранение,557579996.4000001,2011.4,546275284.0200001,944
09 Образование,561385487.8,2011.4,555860829.5999999,945
02 Оборона,899545158.9000001,2011.4,885869361.66,946
03 Общественный порядок и безопасность,1117175035.3,2011.4,1065338601.3199999,947
01 Государственные службы общего назначения,1653325255.85,2011.4,1652828696.24,948
04 Экономические вопросы,1915507424.1,2011.4,1897908408.02,949
10 Социальная защита,3525107365.3999996,2011.4,3457268449.8199997,950
05 Охрана окружающей среды,20781562.740000002,2011.5,20283643.65,951
"08 Отдых, культура и религия",206715507.38,2011.5,204378696.85,952
06 Жилищные и коммунальные услуги,232261308.24,2011.5,234222546.5,953
09 Образование,566910145.9999999,2011.5,561385487.8,954
07 Здравоохранение,568884708.7800001,2011.5,557579996.4000001,955
02 Оборона,913220956.1400001,2011.5,899545158.9000001,956
03 Общественный порядок и безопасность,1169011469.28,2011.5,1117175035.3,957
01 Государственные службы общего назначения,1653821815.46,2011.5,1653325255.85,958
04 Экономические вопросы,1933106440.18,2011.5,1915507424.1,959
10 Социальная защита,3592946280.9799995,2011.5,3525107365.3999996,960
05 Охрана окружающей среды,21279481.830000002,2011.6,20781562.740000002,961
"08 Отдых, культура и религия",209052317.91,2011.6,206715507.38,962
06 Жилищные и коммунальные услуги,230300069.98,2011.6,232261308.24,963
09 Образование,572434804.1999999,2011.6,566910145.9999999,964
07 Здравоохранение,580189421.1600001,2011.6,568884708.7800001,965
02 Оборона,926896753.3800001,2011.6,913220956.1400001,966
03 Общественный порядок и безопасность,1220847903.26,2011.6,1169011469.28,967
01 Государственные службы общего назначения,1654318375.0700002,2011.6,1653821815.46,968
04 Экономические вопросы,1950705456.26,2011.6,1933106440.18,969
10 Социальная защита,3660785196.5599995,2011.6,3592946280.9799995,970
05 Охрана окружающей среды,21777400.92,2011.7,21279481.830000002,971
"08 Отдых, культура и религия",211389128.44,2011.7,209052317.91,972
06 Жилищные и коммунальные услуги,228338831.72,2011.7,230300069.98,973
09 Образование,577959462.4,2011.7,572434804.1999999,974
07 Здравоохранение,591494133.5400001,2011.7,580189421.1600001,975
02 Оборона,940572550.6200001,2011.7,926896753.3800001,976
03 Общественный порядок и безопасность,1272684337.24,2011.7,1220847903.26,977
01 Государственные службы общего назначения,1654814934.68,2011.7,1654318375.0700002,978
04 Экономические вопросы,1968304472.34,2011.7,1950705456.26,979
10 Социальная защита,3728624112.1399994,2011.7,3660785196.5599995,980
05 Охрана окружающей среды,22275320.01,2011.8,21777400.92,981
"08 Отдых, культура и религия",213725938.97,2011.8,211389128.44,982
06 Жилищные и коммунальные услуги,226377593.45999998,2011.8,228338831.72,983
09 Образование,583484120.6,2011.8,577959462.4,984
07 Здравоохранение,602798845.9200001,2011.8,591494133.5400001,985
02 Оборона,954248347.8600001,2011.8,940572550.6200001,986
03 Общественный порядок и безопасность,1324520771.22,2011.8,1272684337.24,987
01 Государственные службы общего назначения,1655311494.29,2011.8,1654814934.68,988
04 Экономические вопросы,1985903488.42,2011.8,1968304472.34,989
10 Социальная защита,3796463027.7199993,2011.8,3728624112.1399994,990
05 Охрана окружающей среды,22773239.1,2011.9,22275320.01,991
"08 Отдых, культура и религия",216062749.5,2011.9,213725938.97,992
06 Жилищные и коммунальные услуги,224416355.2,2011.9,226377593.45999998,993
09 Образование,589008778.8000001,2011.9,583484120.6,994
07 Здравоохранение,614103558.3000001,2011.9,602798845.9200001,995
02 Оборона,967924145.1000001,2011.9,954248347.8600001,996
03 Общественный порядок и безопасность,1376357205.2,2011.9,1324520771.22,997
01 Государственные службы общего назначения,1655808053.9,2011.9,1655311494.29,998
04 Экономические вопросы,2003502504.5,2011.9,1985903488.42,999
10 Социальная защита,3864301943.299999,2011.9,3796463027.7199993,1000
05 Охрана окружающей среды,22975793.6,2012.0,22773239.1,1001
06 Жилищные и коммунальные услуги,218599855.92,2012.0,224416355.2,1002
"08 Отдых, культура и религия",218719201.71,2012.0,216062749.5,1003
09 Образование,595494767.97,2012.0,589008778.8000001,1004
07 Здравоохранение,602802372.23,2012.0,614103558.3000001,1005
02 Оборона,975691326.2100002,2012.0,967924145.1000001,1006
03 Общественный порядок и безопасность,1387265402.8,2012.0,1376357205.2,1007
01 Государственные службы общего назначения,1674102073.3600001,2012.0,1655808053.9,1008
04 Экономические вопросы,1984459821.11,2012.0,2003502504.5,1009
10 Социальная защита,3861872230.4599996,2012.0,3864301943.299999,1010
05 Охрана окружающей среды,23178348.1,2012.1,22975793.6,1011
06 Жилищные и коммунальные услуги,212783356.64,2012.1,218599855.92,1012
"08 Отдых, культура и религия",221375653.92,2012.1,218719201.71,1013
07 Здравоохранение,591501186.1600001,2012.1,602802372.23,1014
09 Образование,601980757.1400001,2012.1,595494767.97,1015
02 Оборона,983458507.3200002,2012.1,975691326.2100002,1016
03 Общественный порядок и безопасность,1398173600.4,2012.1,1387265402.8,1017
01 Государственные службы общего назначения,1692396092.8200002,2012.1,1674102073.3600001,1018
04 Экономические вопросы,1965417137.72,2012.1,1984459821.11,1019
10 Социальная защита,3859442517.62,2012.1,3861872230.4599996,1020
05 Охрана окружающей среды,23380902.6,2012.2,23178348.1,1021
06 Жилищные и коммунальные услуги,206966857.35999998,2012.2,212783356.64,1022
"08 Отдых, культура и религия",224032106.13,2012.2,221375653.92,1023
07 Здравоохранение,580200000.09,2012.2,591501186.1600001,1024
09 Образование,608466746.3100001,2012.2,601980757.1400001,1025
02 Оборона,991225688.4300001,2012.2,983458507.3200002,1026
03 Общественный порядок и безопасность,1409081798.0,2012.2,1398173600.4,1027
01 Государственные службы общего назначения,1710690112.28,2012.2,1692396092.8200002,1028
04 Экономические вопросы,1946374454.33,2012.2,1965417137.72,1029
10 Социальная защита,3857012804.78,2012.2,3859442517.62,1030
05 Охрана окружающей среды,23583457.1,2012.3,23380902.6,1031
06 Жилищные и коммунальные услуги,201150358.07999998,2012.3,206966857.35999998,1032
"08 Отдых, культура и религия",226688558.34,2012.3,224032106.13,1033
07 Здравоохранение,568898814.0200001,2012.3,580200000.09,1034
09 Образование,614952735.48,2012.3,608466746.3100001,1035
02 Оборона,998992869.5400001,2012.3,991225688.4300001,1036
03 Общественный порядок и безопасность,1419989995.6000001,2012.3,1409081798.0,1037
01 Государственные службы общего назначения,1728984131.74,2012.3,1710690112.28,1038
04 Экономические вопросы,1927331770.94,2012.3,1946374454.33,1039
10 Социальная защита,3854583091.9400005,2012.3,3857012804.78,1040
05 Охрана окружающей среды,23786011.6,2012.4,23583457.1,1041
06 Жилищные и коммунальные услуги,195333858.8,2012.4,201150358.07999998,1042
"08 Отдых, культура и религия",229345010.55,2012.4,226688558.34,1043
07 Здравоохранение,557597627.95,2012.4,568898814.0200001,1044
09 Образование,621438724.6500001,2012.4,614952735.48,1045
02 Оборона,1006760050.6500001,2012.4,998992869.5400001,1046
03 Общественный порядок и безопасность,1430898193.2,2012.4,1419989995.6000001,1047
01 Государственные службы общего назначения,1747278151.2,2012.4,1728984131.74,1048
04 Экономические вопросы,1908289087.55,2012.4,1927331770.94,1049
10 Социальная защита,3852153379.1000004,2012.4,3854583091.9400005,1050
05 Охрана окружающей среды,23988566.1,2012.5,23786011.6,1051
06 Жилищные и коммунальные услуги,189517359.51999998,2012.5,195333858.8,1052
"08 Отдых, культура и религия",232001462.76,2012.5,229345010.55,1053
07 Здравоохранение,546296441.8800001,2012.5,557597627.95,1054
09 Образование,627924713.82,2012.5,621438724.6500001,1055
02 Оборона,1014527231.7600001,2012.5,1006760050.6500001,1056
03 Общественный порядок и безопасность,1441806390.8,2012.5,1430898193.2,1057
01 Государственные службы общего назначения,1765572170.66,2012.5,1747278151.2,1058
04 Экономические вопросы,1889246404.1599998,2012.5,1908289087.55,1059
10 Социальная защита,3849723666.2600007,2012.5,3852153379.1000004,1060
05 Охрана окружающей среды,24191120.6,2012.6,23988566.1,1061
06 Жилищные и коммунальные услуги,183700860.24,2012.6,189517359.51999998,1062
"08 Отдых, культура и религия",234657914.97,2012.6,232001462.76,1063
07 Здравоохранение,534995255.81000006,2012.6,546296441.8800001,1064
09 Образование,634410702.99,2012.6,627924713.82,1065
02 Оборона,1022294412.8700001,2012.6,1014527231.7600001,1066
03 Общественный порядок и безопасность,1452714588.4,2012.6,1441806390.8,1067
01 Государственные службы общего назначения,1783866190.1200001,2012.6,1765572170.66,1068
04 Экономические вопросы,1870203720.77,2012.6,1889246404.1599998,1069
10 Социальная защита,3847293953.420001,2012.6,3849723666.2600007,1070
05 Охрана окружающей среды,24393675.1,2012.7,24191120.6,1071
06 Жилищные и коммунальные услуги,177884360.96,2012.7,183700860.24,1072
"08 Отдых, культура и религия",237314367.18,2012.7,234657914.97,1073
07 Здравоохранение,523694069.74,2012.7,534995255.81000006,1074
09 Образование,640896692.16,2012.7,634410702.99,1075
02 Оборона,1030061593.98,2012.7,1022294412.8700001,1076
03 Общественный порядок и безопасность,1463622786.0,2012.7,1452714588.4,1077
01 Государственные службы общего назначения,1802160209.58,2012.7,1783866190.1200001,1078
04 Экономические вопросы,1851161037.3799999,2012.7,1870203720.77,1079
10 Социальная защита,3844864240.5800014,2012.7,3847293953.420001,1080
05 Охрана окружающей среды,24596229.6,2012.8,24393675.1,1081
06 Жилищные и коммунальные услуги,172067861.68,2012.8,177884360.96,1082
"08 Отдых, культура и религия",239970819.39,2012.8,237314367.18,1083
07 Здравоохранение,512392883.67,2012.8,523694069.74,1084
09 Образование,647382681.33,2012.8,640896692.16,1085
02 Оборона,1037828775.09,2012.8,1030061593.98,1086
03 Общественный порядок и безопасность,1474530983.6000001,2012.8,1463622786.0,1087
01 Государственные службы общего назначения,1820454229.04,2012.8,1802160209.58,1088
04 Экономические вопросы,1832118353.99,2012.8,1851161037.3799999,1089
10 Социальная защита,3842434527.7400017,2012.8,3844864240.5800014,1090
05 Охрана окружающей среды,24798784.1,2012.9,24596229.6,1091
06 Жилищные и коммунальные услуги,166251362.4,2012.9,172067861.68,1092
"08 Отдых, культура и религия",242627271.6,2012.9,239970819.39,1093
07 Здравоохранение,501091697.6,2012.9,512392883.67,1094
09 Образование,653868670.5,2012.9,647382681.33,1095
02 Оборона,1045595956.2,2012.9,1037828775.09,1096
03 Общественный порядок и безопасность,1485439181.2,2012.9,1474530983.6000001,1097
04 Экономические вопросы,1813075670.6,2012.9,1832118353.99,1098
01 Государственные службы общего назначения,1838748248.5,2012.9,1820454229.04,1099
10 Социальная защита,3840004814.900002,2012.9,3842434527.7400017,1100
05 Охрана окружающей среды,26983454.25,2013.0,24798784.1,1101
06 Жилищные и коммунальные услуги,161030569.9,2013.0,166251362.4,1102
"08 Отдых, культура и религия",242782486.92,2013.0,242627271.6,1103
07 Здравоохранение,504266236.98,2013.0,501091697.6,1104
09 Образование,650160322.26,2013.0,653868670.5,1105
02 Оборона,1050056537.72,2013.0,1045595956.2,1106
03 Общественный порядок и безопасность,1486035554.9,2013.0,1485439181.2,1107
01 Государственные службы общего назначения,1863284861.21,2013.0,1838748248.5,1108
04 Экономические вопросы,1944918897.36,2013.0,1813075670.6,1109
10 Социальная защита,3804106197.0200024,2013.0,3840004814.900002,1110
05 Охрана окружающей среды,29168124.400000002,2013.1,26983454.25,1111
06 Жилищные и коммунальные услуги,155809777.4,2013.1,161030569.9,1112
"08 Отдых, культура и религия",242937702.24,2013.1,242782486.92,1113
07 Здравоохранение,507440776.36,2013.1,504266236.98,1114
09 Образование,646451974.02,2013.1,650160322.26,1115
02 Оборона,1054517119.24,2013.1,1050056537.72,1116
03 Общественный порядок и безопасность,1486631928.6000001,2013.1,1486035554.9,1117
01 Государственные службы общего назначения,1887821473.92,2013.1,1863284861.21,1118
04 Экономические вопросы,2076762124.12,2013.1,1944918897.36,1119
10 Социальная защита,3768207579.1400023,2013.1,3804106197.0200024,1120
05 Охрана окружающей среды,31352794.55,2013.2,29168124.400000002,1121
06 Жилищные и коммунальные услуги,150588984.9,2013.2,155809777.4,1122
"08 Отдых, культура и религия",243092917.56,2013.2,242937702.24,1123
07 Здравоохранение,510615315.74,2013.2,507440776.36,1124
09 Образование,642743625.78,2013.2,646451974.02,1125
02 Оборона,1058977700.7600001,2013.2,1054517119.24,1126
03 Общественный порядок и безопасность,1487228302.3,2013.2,1486631928.6000001,1127
01 Государственные службы общего назначения,1912358086.6299999,2013.2,1887821473.92,1128
04 Экономические вопросы,2208605350.88,2013.2,2076762124.12,1129
10 Социальная защита,3732308961.2600026,2013.2,3768207579.1400023,1130
05 Охрана окружающей среды,33537464.700000003,2013.3,31352794.55,1131
06 Жилищные и коммунальные услуги,145368192.4,2013.3,150588984.9,1132
"08 Отдых, культура и религия",243248132.88,2013.3,243092917.56,1133
07 Здравоохранение,513789855.12,2013.3,510615315.74,1134
09 Образование,639035277.54,2013.3,642743625.78,1135
02 Оборона,1063438282.2800001,2013.3,1058977700.7600001,1136
03 Общественный порядок и безопасность,1487824676.0,2013.3,1487228302.3,1137
01 Государственные службы общего назначения,1936894699.34,2013.3,1912358086.6299999,1138
04 Экономические вопросы,2340448577.64,2013.3,2208605350.88,1139
10 Социальная защита,3696410343.380003,2013.3,3732308961.2600026,1140
05 Охрана окружающей среды,35722134.85,2013.4,33537464.700000003,1141
06 Жилищные и коммунальные услуги,140147399.9,2013.4,145368192.4,1142
"08 Отдых, культура и религия",243403348.2,2013.4,243248132.88,1143
07 Здравоохранение,516964394.5,2013.4,513789855.12,1144
09 Образование,635326929.3,2013.4,639035277.54,1145
02 Оборона,1067898863.8000001,2013.4,1063438282.2800001,1146
03 Общественный порядок и безопасность,1488421049.7,2013.4,1487824676.0,1147
01 Государственные службы общего назначения,1961431312.05,2013.4,1936894699.34,1148
04 Экономические вопросы,2472291804.3999996,2013.4,2340448577.64,1149
10 Социальная защита,3660511725.500003,2013.4,3696410343.380003,1150
05 Охрана окружающей среды,37906805.0,2013.5,35722134.85,1151
06 Жилищные и коммунальные услуги,134926607.4,2013.5,140147399.9,1152
"08 Отдых, культура и религия",243558563.52,2013.5,243403348.2,1153
07 Здравоохранение,520138933.88,2013.5,516964394.5,1154
09 Образование,631618581.0600001,2013.5,635326929.3,1155
02 Оборона,1072359445.32,2013.5,1067898863.8000001,1156
03 Общественный порядок и безопасность,1489017423.4,2013.5,1488421049.7,1157
01 Государственные службы общего назначения,1985967924.76,2013.5,1961431312.05,1158
04 Экономические вопросы,2604135031.16,2013.5,2472291804.3999996,1159
10 Социальная защита,3624613107.620003,2013.5,3660511725.500003,1160
05 Охрана окружающей среды,40091475.15,2013.6,37906805.0,1161
06 Жилищные и коммунальные услуги,129705814.9,2013.6,134926607.4,1162
"08 Отдых, культура и религия",243713778.84,2013.6,243558563.52,1163
07 Здравоохранение,523313473.26,2013.6,520138933.88,1164
09 Образование,627910232.82,2013.6,631618581.0600001,1165
02 Оборона,1076820026.8400002,2013.6,1072359445.32,1166
03 Общественный порядок и безопасность,1489613797.1000001,2013.6,1489017423.4,1167
01 Государственные службы общего назначения,2010504537.47,2013.6,1985967924.76,1168
04 Экономические вопросы,2735978257.92,2013.6,2604135031.16,1169
10 Социальная защита,3588714489.7400036,2013.6,3624613107.620003,1170
05 Охрана окружающей среды,42276145.3,2013.7,40091475.15,1171
06 Жилищные и коммунальные услуги,124485022.4,2013.7,129705814.9,1172
"08 Отдых, культура и религия",243868994.16,2013.7,243713778.84,1173
07 Здравоохранение,526488012.64,2013.7,523313473.26,1174
09 Образование,624201884.58,2013.7,627910232.82,1175
02 Оборона,1081280608.3600001,2013.7,1076820026.8400002,1176
03 Общественный порядок и безопасность,1490210170.8,2013.7,1489613797.1000001,1177
01 Государственные службы общего назначения,2035041150.1799998,2013.7,2010504537.47,1178
04 Экономические вопросы,2867821484.68,2013.7,2735978257.92,1179
10 Социальная защита,3552815871.860004,2013.7,3588714489.7400036,1180
05 Охрана окружающей среды,44460815.45,2013.8,42276145.3,1181
06 Жилищные и коммунальные услуги,119264229.9,2013.8,124485022.4,1182
"08 Отдых, культура и религия",244024209.48000002,2013.8,243868994.16,1183
07 Здравоохранение,529662552.02,2013.8,526488012.64,1184
09 Образование,620493536.34,2013.8,624201884.58,1185
02 Оборона,1085741189.88,2013.8,1081280608.3600001,1186
03 Общественный порядок и безопасность,1490806544.5,2013.8,1490210170.8,1187
01 Государственные службы общего назначения,2059577762.8899999,2013.8,2035041150.1799998,1188
04 Экономические вопросы,2999664711.4399996,2013.8,2867821484.68,1189
10 Социальная защита,3516917253.980004,2013.8,3552815871.860004,1190
05 Охрана окружающей среды,46645485.6,2013.9,44460815.45,1191
06 Жилищные и коммунальные услуги,114043437.4,2013.9,119264229.9,1192
"08 Отдых, культура и религия",244179424.8,2013.9,244024209.48000002,1193
07 Здравоохранение,532837091.4,2013.9,529662552.02,1194
09 Образование,616785188.1,2013.9,620493536.34,1195
02 Оборона,1090201771.4,2013.9,1085741189.88,1196
03 Общественный порядок и безопасность,1491402918.2,2013.9,1490806544.5,1197
01 Государственные службы общего назначения,2084114375.6,2013.9,2059577762.8899999,1198
04 Экономические вопросы,3131507938.2,2013.9,2999664711.4399996,1199
10 Социальная защита,3481018636.100004,2013.9,3516917253.980004,1200
05 Охрана окружающей среды,46975570.9,2014.0,46645485.6,1201
06 Жилищные и коммунальные услуги,116709432.19000001,2014.0,114043437.4,1202
"08 Отдых, культура и религия",244393609.35000002,2014.0,244179424.8,1203
07 Здравоохранение,530956697.37,2014.0,532837091.4,1204
09 Образование,614596131.44,2014.0,616785188.1,1205
02 Оборона,1091458942.3700001,2014.0,1090201771.4,1206
03 Общественный порядок и безопасность,1480183280.27,2014.0,1491402918.2,1207
01 Государственные службы общего назначения,2098674210.82,2014.0,2084114375.6,1208
04 Экономические вопросы,3045905698.59,2014.0,3131507938.2,1209
10 Социальная защита,3560658760.0900035,2014.0,3481018636.100004,1210
05 Охрана окружающей среды,47305656.2,2014.1,46975570.9,1211
06 Жилищные и коммунальные услуги,119375426.98,2014.1,116709432.19000001,1212
"08 Отдых, культура и религия",244607793.9,2014.1,244393609.35000002,1213
07 Здравоохранение,529076303.34,2014.1,530956697.37,1214
09 Образование,612407074.78,2014.1,614596131.44,1215
02 Оборона,1092716113.3400002,2014.1,1091458942.3700001,1216
03 Общественный порядок и безопасность,1468963642.3400002,2014.1,1480183280.27,1217
01 Государственные службы общего назначения,2113234046.04,2014.1,2098674210.82,1218
04 Экономические вопросы,2960303458.98,2014.1,3045905698.59,1219
10 Социальная защита,3640298884.080003,2014.1,3560658760.0900035,1220
05 Охрана окружающей среды,47635741.5,2014.2,47305656.2,1221
06 Жилищные и коммунальные услуги,122041421.77000001,2014.2,119375426.98,1222
"08 Отдых, культура и религия",244821978.45000002,2014.2,244607793.9,1223
07 Здравоохранение,527195909.31,2014.2,529076303.34,1224
09 Образование,610218018.12,2014.2,612407074.78,1225
02 Оборона,1093973284.31,2014.2,1092716113.3400002,1226
03 Общественный порядок и безопасность,1457744004.41,2014.2,1468963642.3400002,1227
01 Государственные службы общего назначения,2127793881.26,2014.2,2113234046.04,1228
04 Экономические вопросы,2874701219.37,2014.2,2960303458.98,1229
10 Социальная защита,3719939008.070002,2014.2,3640298884.080003,1230
05 Охрана окружающей среды,47965826.800000004,2014.3,47635741.5,1231
06 Жилищные и коммунальные услуги,124707416.56,2014.3,122041421.77000001,1232
"08 Отдых, культура и религия",245036163.0,2014.3,244821978.45000002,1233
07 Здравоохранение,525315515.28,2014.3,527195909.31,1234
09 Образование,608028961.46,2014.3,610218018.12,1235
02 Оборона,1095230455.28,2014.3,1093973284.31,1236
03 Общественный порядок и безопасность,1446524366.48,2014.3,1457744004.41,1237
01 Государственные службы общего назначения,2142353716.48,2014.3,2127793881.26,1238
04 Экономические вопросы,2789098979.76,2014.3,2874701219.37,1239
10 Социальная защита,3799579132.0600014,2014.3,3719939008.070002,1240
05 Охрана окружающей среды,48295912.1,2014.4,47965826.800000004,1241
06 Жилищные и коммунальные услуги,127373411.35000001,2014.4,124707416.56,1242
"08 Отдых, культура и религия",245250347.55,2014.4,245036163.0,1243
07 Здравоохранение,523435121.25,2014.4,525315515.28,1244
09 Образование,605839904.8,2014.4,608028961.46,1245
02 Оборона,1096487626.25,2014.4,1095230455.28,1246
03 Общественный порядок и безопасность,1435304728.5500002,2014.4,1446524366.48,1247
01 Государственные службы общего назначения,2156913551.7,2014.4,2142353716.48,1248
04 Экономические вопросы,2703496740.1500006,2014.4,2789098979.76,1249
10 Социальная защита,3879219256.0500007,2014.4,3799579132.0600014,1250
05 Охрана окружающей среды,48625997.4,2014.5,48295912.1,1251
06 Жилищные и коммунальные услуги,130039406.14000002,2014.5,127373411.35000001,1252
"08 Отдых, культура и религия",245464532.10000002,2014.5,245250347.55,1253
07 Здравоохранение,521554727.22,2014.5,523435121.25,1254
09 Образование,603650848.14,2014.5,605839904.8,1255
02 Оборона,1097744797.22,2014.5,1096487626.25,1256
03 Общественный порядок и безопасность,1424085090.6200001,2014.5,1435304728.5500002,1257
01 Государственные службы общего назначения,2171473386.92,2014.5,2156913551.7,1258
04 Экономические вопросы,2617894500.5400004,2014.5,2703496740.1500006,1259
10 Социальная защита,3958859380.04,2014.5,3879219256.0500007,1260
05 Охрана окружающей среды,48956082.7,2014.6,48625997.4,1261
06 Жилищные и коммунальные услуги,132705400.93,2014.6,130039406.14000002,1262
"08 Отдых, культура и религия",245678716.65,2014.6,245464532.10000002,1263
07 Здравоохранение,519674333.19,2014.6,521554727.22,1264
09 Образование,601461791.48,2014.6,603650848.14,1265
02 Оборона,1099001968.19,2014.6,1097744797.22,1266
03 Общественный порядок и безопасность,1412865452.69,2014.6,1424085090.6200001,1267
01 Государственные службы общего назначения,2186033222.1400003,2014.6,2171473386.92,1268
04 Экономические вопросы,2532292260.9300003,2014.6,2617894500.5400004,1269
10 Социальная защита,4038499504.0299993,2014.6,3958859380.04,1270
05 Охрана окружающей среды,49286168.0,2014.7,48956082.7,1271
06 Жилищные и коммунальные услуги,135371395.72,2014.7,132705400.93,1272
"08 Отдых, культура и религия",245892901.20000002,2014.7,245678716.65,1273
07 Здравоохранение,517793939.16,2014.7,519674333.19,1274
09 Образование,599272734.82,2014.7,601461791.48,1275
