name,value,year,lastValue,rank
01 Государственные службы общего назначения,3287649211.92,2018.8,3271004763.04,1689
10 Социальная защита,4815918132.999996,2018.8,4792385864.199997,1690
05 Охрана окружающей среды,195869800.0,2018.9,188021226.79,1691
06 Жилищные и коммунальные услуги,278840592.4,2018.9,267704087.20999998,1692
"08 Отдых, культура и религия",318457171.4,2018.9,314016658.75,1693
07 Здравоохранение,714741065.0000002,2018.9,697417712.2900002,1694
09 Образование,870849098.8000002,2018.9,856942158.3800001,1695
02 Оборона,1001196267.1,2018.9,1000779145.82,1696
03 Общественный порядок и безопасность,1440675289.7,2018.9,1436521311.19,1697
04 Экономические вопросы,2759918435.5,2018.9,2724382657.42,1698
01 Государственные службы общего назначения,3304293660.8,2018.9,3287649211.92,1699
10 Социальная защита,4839450401.799996,2018.9,4815918132.999996,1700
05 Охрана окружающей среды,195869800.0,2019.0,195869800.0,1701
06 Жилищные и коммунальные услуги,278840592.4,2019.0,278840592.4,1702
"08 Отдых, культура и религия",318457171.4,2019.0,318457171.4,1703
07 Здравоохранение,714741065.0000002,2019.0,714741065.0000002,1704
09 Образование,870849098.8000002,2019.0,870849098.8000002,1705
02 Оборона,1001196267.1,2019.0,1001196267.1,1706
03 Общественный порядок и безопасность,1440675289.7,2019.0,1440675289.7,1707
04 Экономические вопросы,2759918435.5,2019.0,2759918435.5,1708
01 Государственные службы общего назначения,3304293660.8,2019.0,3304293660.8,1709
10 Социальная защита,4839450401.799996,2019.0,4839450401.799996,1710
05 Охрана окружающей среды,195869800.0,2019.1,195869800.0,1711
06 Жилищные и коммунальные услуги,278840592.4,2019.1,278840592.4,1712
"08 Отдых, культура и религия",318457171.4,2019.1,318457171.4,1713
07 Здравоохранение,714741065.0000002,2019.1,714741065.0000002,1714
09 Образование,870849098.8000002,2019.1,870849098.8000002,1715
02 Оборона,1001196267.1,2019.1,1001196267.1,1716
03 Общественный порядок и безопасность,1440675289.7,2019.1,1440675289.7,1717
04 Экономические вопросы,2759918435.5,2019.1,2759918435.5,1718
01 Государственные службы общего назначения,3304293660.8,2019.1,3304293660.8,1719
10 Социальная защита,4839450401.799996,2019.1,4839450401.799996,1720
05 Охрана окружающей среды,195869800.0,2019.2,195869800.0,1721
06 Жилищные и коммунальные услуги,278840592.4,2019.2,278840592.4,1722
"08 Отдых, культура и религия",318457171.4,2019.2,318457171.4,1723
07 Здравоохранение,714741065.0000002,2019.2,714741065.0000002,1724
09 Образование,870849098.8000002,2019.2,870849098.8000002,1725
02 Оборона,1001196267.1,2019.2,1001196267.1,1726
03 Общественный порядок и безопасность,1440675289.7,2019.2,1440675289.7,1727
04 Экономические вопросы,2759918435.5,2019.2,2759918435.5,1728
01 Государственные службы общего назначения,3304293660.8,2019.2,3304293660.8,1729
10 Социальная защита,4839450401.799996,2019.2,4839450401.799996,1730
05 Охрана окружающей среды,195869800.0,2019.3,195869800.0,1731
06 Жилищные и коммунальные услуги,278840592.4,2019.3,278840592.4,1732
"08 Отдых, культура и религия",318457171.4,2019.3,318457171.4,1733
07 Здравоохранение,714741065.0000002,2019.3,714741065.0000002,1734
09 Образование,870849098.8000002,2019.3,870849098.8000002,1735
02 Оборона,1001196267.1,2019.3,1001196267.1,1736
03 Общественный порядок и безопасность,1440675289.7,2019.3,1440675289.7,1737
04 Экономические вопросы,2759918435.5,2019.3,2759918435.5,1738
01 Государственные службы общего назначения,3304293660.8,2019.3,3304293660.8,1739
10 Социальная защита,4839450401.799996,2019.3,4839450401.799996,1740
05 Охрана окружающей среды,195869800.0,2019.4,195869800.0,1741
06 Жилищные и коммунальные услуги,278840592.4,2019.4,278840592.4,1742
"08 Отдых, культура и религия",318457171.4,2019.4,318457171.4,1743
07 Здравоохранение,714741065.0000002,2019.4,714741065.0000002,1744
09 Образование,870849098.8000002,2019.4,870849098.8000002,1745
02 Оборона,1001196267.1,2019.4,1001196267.1,1746
03 Общественный порядок и безопасность,1440675289.7,2019.4,1440675289.7,1747
04 Экономические вопросы,2759918435.5,2019.4,2759918435.5,1748
01 Государственные службы общего назначения,3304293660.8,2019.4,3304293660.8,1749
10 Социальная защита,4839450401.799996,2019.4,4839450401.799996,1750
05 Охрана окружающей среды,195869800.0,2019.5,195869800.0,1751
06 Жилищные и коммунальные услуги,278840592.4,2019.5,278840592.4,1752
"08 Отдых, культура и религия",318457171.4,2019.5,318457171.4,1753
07 Здравоохранение,714741065.0000002,2019.5,714741065.0000002,1754
09 Образование,870849098.8000002,2019.5,870849098.8000002,1755
02 Оборона,1001196267.1,2019.5,1001196267.1,1756
03 Общественный порядок и безопасность,1440675289.7,2019.5,1440675289.7,1757
04 Экономические вопросы,2759918435.5,2019.5,2759918435.5,1758
01 Государственные службы общего назначения,3304293660.8,2019.5,3304293660.8,1759
10 Социальная защита,4839450401.799996,2019.5,4839450401.799996,1760
05 Охрана окружающей среды,195869800.0,2019.6,195869800.0,1761
06 Жилищные и коммунальные услуги,278840592.4,2019.6,278840592.4,1762
"08 Отдых, культура и религия",318457171.4,2019.6,318457171.4,1763
07 Здравоохранение,714741065.0000002,2019.6,714741065.0000002,1764
09 Образование,870849098.8000002,2019.6,870849098.8000002,1765
02 Оборона,1001196267.1,2019.6,1001196267.1,1766
03 Общественный порядок и безопасность,1440675289.7,2019.6,1440675289.7,1767
04 Экономические вопросы,2759918435.5,2019.6,2759918435.5,1768
01 Государственные службы общего назначения,3304293660.8,2019.6,3304293660.8,1769
10 Социальная защита,4839450401.799996,2019.6,4839450401.799996,1770
05 Охрана окружающей среды,195869800.0,2019.7,195869800.0,1771
06 Жилищные и коммунальные услуги,278840592.4,2019.7,278840592.4,1772
"08 Отдых, культура и религия",318457171.4,2019.7,318457171.4,1773
07 Здравоохранение,714741065.0000002,2019.7,714741065.0000002,1774
09 Образование,870849098.8000002,2019.7,870849098.8000002,1775
02 Оборона,1001196267.1,2019.7,1001196267.1,1776
03 Общественный порядок и безопасность,1440675289.7,2019.7,1440675289.7,1777
04 Экономические вопросы,2759918435.5,2019.7,2759918435.5,1778
01 Государственные службы общего назначения,3304293660.8,2019.7,3304293660.8,1779
10 Социальная защита,4839450401.799996,2019.7,4839450401.799996,1780
05 Охрана окружающей среды,195869800.0,2019.8,195869800.0,1781
06 Жилищные и коммунальные услуги,278840592.4,2019.8,278840592.4,1782
"08 Отдых, культура и религия",318457171.4,2019.8,318457171.4,1783
07 Здравоохранение,714741065.0000002,2019.8,714741065.0000002,1784
09 Образование,870849098.8000002,2019.8,870849098.8000002,1785
02 Оборона,1001196267.1,2019.8,1001196267.1,1786
03 Общественный порядок и безопасность,1440675289.7,2019.8,1440675289.7,1787
04 Экономические вопросы,2759918435.5,2019.8,2759918435.5,1788
01 Государственные службы общего назначения,3304293660.8,2019.8,3304293660.8,1789
10 Социальная защита,4839450401.799996,2019.8,4839450401.799996,1790
05 Охрана окружающей среды,195869800.0,2019.9,195869800.0,1791
06 Жилищные и коммунальные услуги,278840592.4,2019.9,278840592.4,1792
"08 Отдых, культура и религия",318457171.4,2019.9,318457171.4,1793
07 Здравоохранение,714741065.0000002,2019.9,714741065.0000002,1794
09 Образование,870849098.8000002,2019.9,870849098.8000002,1795
02 Оборона,1001196267.1,2019.9,1001196267.1,1796
03 Общественный порядок и безопасность,1440675289.7,2019.9,1440675289.7,1797
04 Экономические вопросы,2759918435.5,2019.9,2759918435.5,1798
01 Государственные службы общего назначения,3304293660.8,2019.9,3304293660.8,1799
10 Социальная защита,4839450401.799996,2019.9,4839450401.799996,1800
